sample_id,batch_id,supplier,product,workshop,weight,thickness,temperature,defect_flag
S00310,BATCH-2024-05-03,供应商甲,产品A,1号车间,499.1,2.72,22.8,0
S00311,BATCH-2024-05-04,供应商丙,产品D,1号车间,500.3,2.68,22.4,0
S00312,BATCH-2024-05-04,供应商甲,产品A,3号车间,546.5,2.2,24.2,0
S00313,BATCH-2024-05-04,供应商甲,产品B,1号车间,524.5,2.61,20.9,0
S00314,BATCH-2024-05-04,供应商甲,产品A,2号车间,509.9,2.27,23.7,0
S00315,BATCH-2024-05-04,供应商甲,产品B,3号车间,514.6,2.49,24.7,0
S00316,BATCH-2024-05-04,供应商丙,产品C,1号车间,486.9,2.46,23.8,0
S00317,BATCH-2024-05-04,供应商甲,产品D,2号车间,496.0,2.75,20.9,0
S00318,BATCH-2024-05-04,供应商丙,产品D,3号车间,482.2,1.96,23.1,0
S00319,BATCH-2024-05-04,供应商丙,产品D,3号车间,491.3,2.69,23.9,0
S00320,BATCH-2024-05-04,供应商乙,产品B,1号车间,515.7,2.4,25.2,0
S00321,BATCH-2024-05-04,供应商甲,产品D,2号车间,490.0,2.46,23.0,0
S00322,BATCH-2024-05-04,供应商乙,产品C,1号车间,513.5,2.13,22.4,0
S00323,BATCH-2024-05-04,供应商乙,产品A,1号车间,512.8,2.81,22.7,0
S00324,BATCH-2024-05-04,供应商乙,产品C,1号车间,474.7,2.53,23.9,0
S00325,BATCH-2024-05-04,供应商丙,产品D,1号车间,489.5,2.21,22.1,0
S00326,BATCH-2024-05-04,供应商乙,产品D,2号车间,508.9,2.32,22.7,0
S00327,BATCH-2024-05-04,供应商丙,产品D,2号车间,545.9,2.83,20.2,0
S00328,BATCH-2024-05-04,供应商乙,产品C,2号车间,507.3,2.88,23.8,0
S00329,BATCH-2024-05-04,供应商甲,产品C,3号车间,524.1,2.4,22.3,0
S00330,BATCH-2024-05-04,供应商乙,产品B,2号车间,505.7,2.04,21.9,0
S00331,BATCH-2024-05-04,供应商乙,产品D,2号车间,517.5,2.81,24.2,0
S00332,BATCH-2024-05-04,供应商丙,产品A,3号车间,527.9,2.88,23.6,0
S00333,BATCH-2024-05-04,供应商丙,产品A,1号车间,467.2,2.7,23.3,1
S00334,BATCH-2024-05-04,供应商丙,产品D,2号车间,531.1,2.76,23.8,0
S00335,BATCH-2024-05-04,供应商乙,产品D,1号车间,525.3,2.51,24.8,0
S00336,BATCH-2024-05-04,供应商乙,产品A,3号车间,501.8,2.62,20.9,0
S00337,BATCH-2024-05-04,供应商甲,产品A,1号车间,485.3,2.48,22.2,0
S00338,BATCH-2024-05-04,供应商乙,产品A,2号车间,489.6,2.71,22.6,0
S00339,BATCH-2024-05-04,供应商丙,产品B,2号车间,484.4,2.14,21.3,0
S00340,BATCH-2024-05-04,供应商甲,产品D,2号车间,467.5,2.34,24.2,0
S00341,BATCH-2024-05-04,供应商丙,产品B,1号车间,478.7,2.5,23.4,0
S00342,BATCH-2024-05-04,供应商甲,产品A,1号车间,474.8,2.6,25.9,0
S00343,BATCH-2024-05-04,供应商乙,产品C,1号车间,527.0,2.36,22.6,0
S00344,BATCH-2024-05-04,供应商甲,产品C,1号车间,524.6,2.76,22.5,0
S00345,BATCH-2024-05-04,供应商丙,产品D,1号车间,492.1,2.75,20.3,0
S00346,BATCH-2024-05-04,供应商丙,产品C,2号车间,484.2,2.5,22.2,0
S00347,BATCH-2024-05-04,供应商丙,产品A,3号车间,499.5,2.32,23.9,0
S00348,BATCH-2024-05-04,供应商丙,产品D,2号车间,508.4,2.66,23.2,0
S00349,BATCH-2024-05-04,供应商乙,产品B,2号车间,481.7,2.44,23.8,0
S00350,BATCH-2024-05-04,供应商丙,产品C,1号车间,524.4,2.48,22.4,0
S00351,BATCH-2024-05-04,供应商丙,产品B,3号车间,485.5,2.62,26.0,0
S00352,BATCH-2024-05-04,供应商乙,产品A,1号车间,526.0,2.68,23.8,0
S00353,BATCH-2024-05-04,供应商丙,产品D,1号车间,518.4,2.53,24.7,0
S00354,BATCH-2024-05-04,供应商乙,产品A,2号车间,514.9,2.2,24.3,0
S00355,BATCH-2024-05-04,供应商丙,产品B,3号车间,469.9,2.46,23.6,0
S00356,BATCH-2024-05-04,供应商甲,产品A,1号车间,513.8,2.31,23.6,0
S00357,BATCH-2024-05-04,供应商甲,产品C,2号车间,530.0,2.39,20.9,0
S00358,BATCH-2024-05-04,供应商甲,产品C,1号车间,500.7,2.67,22.6,0
S00359,BATCH-2024-05-04,供应商乙,产品D,2号车间,466.2,2.66,21.8,0
S00360,BATCH-2024-05-04,供应商丙,产品B,2号车间,478.2,2.3,26.6,0
S00361,BATCH-2024-05-04,供应商乙,产品D,3号车间,503.5,2.33,22.5,0
S00362,BATCH-2024-05-04,供应商丙,产品B,3号车间,534.5,2.63,23.0,0
S00363,BATCH-2024-05-04,供应商甲,产品D,3号车间,509.0,2.85,23.3,0
S00364,BATCH-2024-05-04,供应商乙,产品D,1号车间,493.4,2.4,22.2,0
S00365,BATCH-2024-05-04,供应商丙,产品D,2号车间,554.7,2.77,21.5,0
S00366,BATCH-2024-05-04,供应商丙,产品D,3号车间,502.6,3.01,23.9,0
S00367,BATCH-2024-05-04,供应商丙,产品A,1号车间,503.5,2.21,21.7,0
S00368,BATCH-2024-05-04,供应商丙,产品D,2号车间,522.8,2.71,22.7,1
S00369,BATCH-2024-05-04,供应商乙,产品B,3号车间,499.5,2.24,22.6,0
S00370,BATCH-2024-05-04,供应商乙,产品B,2号车间,486.9,2.73,23.0,0
S00371,BATCH-2024-05-04,供应商甲,产品A,3号车间,510.9,2.63,22.0,0
S00372,BATCH-2024-05-04,供应商乙,产品A,2号车间,503.8,2.46,21.4,0
S00373,BATCH-2024-05-04,供应商甲,产品A,1号车间,516.9,2.27,22.6,0
S00374,BATCH-2024-05-04,供应商甲,产品B,3号车间,489.2,2.64,24.6,0
S00375,BATCH-2024-05-04,供应商甲,产品D,3号车间,511.5,2.76,22.7,0
S00376,BATCH-2024-05-04,供应商甲,产品D,3号车间,502.0,2.48,23.1,0
S00377,BATCH-2024-05-04,供应商乙,产品A,3号车间,532.5,2.74,23.5,0
S00378,BATCH-2024-05-04,供应商乙,产品D,3号车间,516.4,2.67,22.7,0
S00379,BATCH-2024-05-04,供应商乙,产品A,2号车间,486.8,2.68,24.0,0
S00380,BATCH-2024-05-04,供应商丙,产品A,3号车间,526.5,2.57,23.6,0
S00381,BATCH-2024-05-04,供应商甲,产品C,3号车间,512.5,2.65,21.4,0
S00382,BATCH-2024-05-04,供应商乙,产品B,3号车间,485.1,2.58,24.1,0
S00383,BATCH-2024-05-04,供应商乙,产品A,2号车间,522.0,2.43,23.5,0
S00384,BATCH-2024-05-04,供应商丙,产品D,2号车间,518.5,2.42,21.6,0
S00385,BATCH-2024-05-04,供应商乙,产品B,1号车间,467.3,2.36,23.1,0
S00386,BATCH-2024-05-04,供应商乙,产品B,2号车间,505.1,2.18,22.0,0
S00387,BATCH-2024-05-04,供应商丙,产品A,3号车间,526.0,2.73,23.6,0
S00388,BATCH-2024-05-04,供应商甲,产品D,3号车间,482.9,2.54,24.5,0
S00389,BATCH-2024-05-04,供应商丙,产品B,2号车间,503.6,2.46,22.8,0
S00390,BATCH-2024-05-04,供应商甲,产品B,1号车间,539.7,2.6,21.1,0
S00391,BATCH-2024-05-04,供应商丙,产品D,1号车间,473.9,2.27,24.1,0
S00392,BATCH-2024-05-04,供应商丙,产品C,3号车间,466.7,2.33,22.7,0
S00393,BATCH-2024-05-04,供应商乙,产品C,3号车间,530.0,2.47,26.2,0
S00394,BATCH-2024-05-04,供应商甲,产品C,3号车间,528.9,2.78,25.2,0
S00395,BATCH-2024-05-04,供应商丙,产品C,1号车间,502.2,2.2,21.0,0
S00396,BATCH-2024-05-04,供应商乙,产品D,2号车间,501.7,2.82,24.2,0
S00397,BATCH-2024-05-04,供应商乙,产品C,3号车间,517.7,2.43,24.3,1
S00398,BATCH-2024-05-04,供应商丙,产品A,3号车间,494.5,2.78,22.6,0
S00399,BATCH-2024-05-04,供应商甲,产品D,1号车间,536.6,2.43,21.7,0
S00400,BATCH-2024-05-04,供应商丙,产品B,3号车间,500.6,2.71,20.9,0
S00401,BATCH-2024-05-04,供应商甲,产品A,1号车间,473.3,2.23,26.4,0
S00402,BATCH-2024-05-04,供应商乙,产品A,2号车间,504.7,2.59,25.2,0
S00403,BATCH-2024-05-04,供应商丙,产品C,1号车间,528.8,2.21,24.2,0
S00404,BATCH-2024-05-04,供应商丙,产品B,1号车间,510.5,2.36,23.8,0
S00405,BATCH-2024-05-04,供应商甲,产品D,3号车间,507.5,2.55,23.1,0
S00406,BATCH-2024-05-04,供应商丙,产品D,1号车间,507.8,2.68,23.1,0
S00407,BATCH-2024-05-04,供应商乙,产品B,2号车间,517.7,2.58,22.9,0
S00408,BATCH-2024-05-04,供应商乙,产品B,2号车间,490.8,2.55,20.5,0
S00409,BATCH-2024-05-04,供应商丙,产品B,1号车间,497.4,2.5,22.1,0
S00410,BATCH-2024-05-04,供应商丙,产品B,2号车间,482.6,2.34,21.9,0
S00411,BATCH-2024-05-04,供应商甲,产品B,1号车间,483.3,2.39,24.3,0
S00412,BATCH-2024-05-04,供应商乙,产品A,1号车间,496.0,2.24,22.3,0
S00413,BATCH-2024-05-04,供应商丙,产品A,3号车间,509.6,2.4,22.2,0
S00414,BATCH-2024-05-04,供应商丙,产品A,1号车间,492.0,2.4,23.0,0
S00415,BATCH-2024-05-04,供应商丙,产品A,3号车间,502.4,2.48,22.2,0
S00416,BATCH-2024-05-04,供应商丙,产品D,2号车间,513.4,2.38,22.7,0
S00417,BATCH-2024-05-04,供应商甲,产品A,3号车间,514.2,2.56,23.5,0
S00418,BATCH-2024-05-04,供应商丙,产品C,3号车间,501.7,2.42,20.5,0
S00419,BATCH-2024-05-04,供应商乙,产品A,3号车间,473.1,2.44,22.8,0
S00420,BATCH-2024-05-04,供应商甲,产品B,3号车间,517.0,2.38,24.8,0
S00421,BATCH-2024-05-04,供应商丙,产品A,2号车间,489.7,2.19,23.3,0
S00422,BATCH-2024-05-04,供应商乙,产品A,2号车间,494.3,2.45,22.7,0
S00423,BATCH-2024-05-04,供应商丙,产品B,1号车间,510.8,2.51,24.8,0
S00424,BATCH-2024-05-04,供应商丙,产品C,1号车间,501.7,2.27,24.8,0
S00425,BATCH-2024-05-04,供应商丙,产品A,1号车间,489.2,2.68,21.8,0
S00426,BATCH-2024-05-04,供应商丙,产品A,2号车间,497.7,2.32,23.4,0
S00427,BATCH-2024-05-04,供应商丙,产品B,2号车间,519.0,2.79,24.8,0
S00428,BATCH-2024-05-04,供应商丙,产品A,1号车间,481.5,2.52,22.8,0
S00429,BATCH-2024-05-04,供应商乙,产品D,1号车间,521.9,2.96,25.6,0
S00430,BATCH-2024-05-04,供应商丙,产品D,1号车间,507.9,2.41,24.4,0
S00431,BATCH-2024-05-04,供应商乙,产品A,3号车间,483.5,2.67,23.8,0
S00432,BATCH-2024-05-04,供应商甲,产品D,1号车间,492.7,2.79,20.9,0
S00433,BATCH-2024-05-04,供应商乙,产品C,1号车间,497.6,2.49,23.6,0
S00434,BATCH-2024-05-04,供应商丙,产品B,2号车间,524.5,2.14,26.0,0
S00435,BATCH-2024-05-04,供应商甲,产品B,1号车间,520.5,2.51,23.1,0
S00436,BATCH-2024-05-04,供应商甲,产品C,1号车间,518.3,2.51,21.5,0
S00437,BATCH-2024-05-04,供应商乙,产品A,1号车间,485.5,2.47,22.5,0
S00438,BATCH-2024-05-04,供应商丙,产品C,1号车间,500.4,2.64,23.3,0
S00439,BATCH-2024-05-04,供应商乙,产品C,2号车间,508.3,2.49,23.7,0
S00440,BATCH-2024-05-04,供应商甲,产品A,2号车间,506.1,2.44,22.3,0
S00441,BATCH-2024-05-04,供应商乙,产品D,3号车间,508.7,2.35,22.0,0
S00442,BATCH-2024-05-04,供应商甲,产品A,1号车间,504.3,2.67,24.0,0
S00443,BATCH-2024-05-04,供应商甲,产品C,1号车间,478.7,2.57,23.4,0
S00444,BATCH-2024-05-04,供应商乙,产品A,1号车间,493.0,2.59,21.9,0
S00445,BATCH-2024-05-05,供应商乙,产品D,3号车间,516.1,2.55,23.4,0
S00446,BATCH-2024-05-05,供应商乙,产品B,1号车间,488.8,2.15,23.6,0
S00447,BATCH-2024-05-05,供应商甲,产品A,1号车间,525.4,2.77,21.5,0
S00448,BATCH-2024-05-05,供应商丙,产品C,1号车间,520.3,2.57,23.1,0
S00449,BATCH-2024-05-05,供应商乙,产品B,1号车间,531.1,2.29,22.8,0
S00450,BATCH-2024-05-05,供应商甲,产品D,3号车间,505.1,2.46,23.2,0
S00451,BATCH-2024-05-05,供应商甲,产品C,1号车间,513.4,2.41,22.2,0
S00452,BATCH-2024-05-05,供应商丙,产品B,3号车间,503.8,2.44,24.5,0
S00453,BATCH-2024-05-05,供应商甲,产品A,2号车间,484.5,2.64,21.3,0
S00454,BATCH-2024-05-05,供应商丙,产品A,2号车间,472.1,2.54,21.6,0
S00455,BATCH-2024-05-05,供应商乙,产品C,3号车间,480.2,2.5,23.6,0
S00456,BATCH-2024-05-05,供应商乙,产品A,2号车间,515.9,2.16,22.5,0
S00457,BATCH-2024-05-05,供应商甲,产品A,1号车间,491.3,2.37,24.4,0
S00458,BATCH-2024-05-05,供应商甲,产品D,2号车间,459.2,3.07,21.2,0
S00459,BATCH-2024-05-05,供应商甲,产品C,3号车间,485.7,2.08,25.3,0
S00460,BATCH-2024-05-05,供应商丙,产品B,3号车间,505.5,2.86,22.1,0
S00461,BATCH-2024-05-05,供应商乙,产品C,1号车间,491.3,2.51,23.1,0
S00462,BATCH-2024-05-05,供应商甲,产品C,3号车间,514.0,2.53,23.8,0
S00463,BATCH-2024-05-05,供应商乙,产品A,1号车间,518.7,2.75,23.5,0
S00464,BATCH-2024-05-05,供应商乙,产品A,2号车间,507.5,2.42,20.9,0
S00465,BATCH-2024-05-05,供应商乙,产品C,2号车间,507.7,2.59,25.5,0
S00466,BATCH-2024-05-05,供应商丙,产品C,1号车间,488.8,2.43,21.1,0
S00467,BATCH-2024-05-05,供应商丙,产品C,1号车间,481.4,2.18,21.2,0
S00468,BATCH-2024-05-05,供应商甲,产品A,3号车间,522.5,2.69,22.5,0
S00469,BATCH-2024-05-05,供应商丙,产品A,1号车间,463.9,2.23,24.0,0
S00470,BATCH-2024-05-05,供应商乙,产品B,2号车间,497.1,2.5,21.9,0
S00471,BATCH-2024-05-05,供应商甲,产品A,3号车间,484.4,2.22,22.9,0
S00472,BATCH-2024-05-05,供应商丙,产品A,2号车间,502.6,2.5,23.7,1
S00473,BATCH-2024-05-05,供应商乙,产品D,3号车间,489.4,2.56,20.3,0
S00474,BATCH-2024-05-05,供应商乙,产品A,2号车间,521.3,2.56,21.1,0
S00475,BATCH-2024-05-05,供应商甲,产品B,2号车间,534.6,2.67,22.6,0
S00476,BATCH-2024-05-05,供应商甲,产品C,1号车间,516.8,2.59,22.4,0
S00477,BATCH-2024-05-05,供应商甲,产品C,3号车间,542.1,2.46,22.6,0
S00478,BATCH-2024-05-05,供应商丙,产品D,1号车间,479.6,2.67,23.4,0
S00479,BATCH-2024-05-05,供应商乙,产品C,3号车间,497.1,2.64,24.9,0
S00480,BATCH-2024-05-05,供应商甲,产品A,2号车间,508.0,2.59,23.0,0
S00481,BATCH-2024-05-05,供应商丙,产品D,1号车间,511.2,2.58,20.3,0
S00482,BATCH-2024-05-05,供应商甲,产品C,2号车间,458.1,2.08,23.6,0
S00483,BATCH-2024-05-05,供应商丙,产品D,1号车间,486.5,2.64,23.2,0
S00484,BATCH-2024-05-05,供应商乙,产品B,2号车间,505.6,2.39,22.7,0
S00485,BATCH-2024-05-05,供应商甲,产品A,3号车间,486.1,2.71,25.0,0
S00486,BATCH-2024-05-05,供应商乙,产品D,3号车间,495.1,2.32,19.8,0
S00487,BATCH-2024-05-05,供应商甲,产品D,2号车间,538.0,2.71,22.6,0
S00488,BATCH-2024-05-05,供应商丙,产品B,1号车间,477.0,2.71,22.5,0
S00489,BATCH-2024-05-05,供应商甲,产品B,1号车间,514.7,2.65,24.6,0
S00490,BATCH-2024-05-05,供应商丙,产品B,3号车间,498.4,2.48,26.3,0
S00491,BATCH-2024-05-05,供应商甲,产品A,2号车间,476.2,2.41,24.1,0
S00492,BATCH-2024-05-05,供应商甲,产品D,1号车间,481.0,2.4,23.4,0
S00493,BATCH-2024-05-05,供应商甲,产品A,3号车间,506.5,2.15,25.1,0
S00494,BATCH-2024-05-05,供应商乙,产品D,3号车间,469.5,2.23,23.2,1
S00495,BATCH-2024-05-05,供应商乙,产品D,1号车间,477.7,2.3,21.8,0
S00496,BATCH-2024-05-05,供应商丙,产品B,1号车间,511.6,2.49,19.6,0
S00497,BATCH-2024-05-05,供应商甲,产品C,2号车间,485.6,2.86,24.4,0
S00498,BATCH-2024-05-05,供应商甲,产品B,2号车间,476.4,2.71,22.7,0
S00499,BATCH-2024-05-05,供应商乙,产品D,3号车间,492.1,2.4,23.7,0
S00500,BATCH-2024-05-05,供应商丙,产品C,1号车间,536.2,2.38,22.9,0
S00501,BATCH-2024-05-05,供应商丙,产品D,1号车间,504.6,2.26,22.2,0
S00502,BATCH-2024-05-05,供应商甲,产品A,1号车间,494.8,2.56,23.1,0
S00503,BATCH-2024-05-05,供应商甲,产品C,2号车间,510.6,2.29,22.5,1
S00504,BATCH-2024-05-05,供应商乙,产品D,3号车间,492.3,2.02,24.3,0
S00505,BATCH-2024-05-05,供应商丙,产品C,2号车间,521.9,2.86,23.0,0
S00506,BATCH-2024-05-05,供应商乙,产品A,1号车间,469.4,2.71,20.9,0
S00507,BATCH-2024-05-05,供应商甲,产品B,3号车间,507.8,2.78,20.0,0
S00508,BATCH-2024-05-05,供应商丙,产品A,2号车间,496.7,2.75,21.9,0
S00509,BATCH-2024-05-05,供应商甲,产品B,2号车间,462.8,2.2,22.5,0
S00510,BATCH-2024-05-05,供应商乙,产品C,2号车间,469.4,2.5,24.7,0
S00511,BATCH-2024-05-05,供应商丙,产品D,3号车间,519.2,2.64,21.5,0
S00512,BATCH-2024-05-05,供应商丙,产品C,2号车间,467.2,2.41,21.4,0
S00513,BATCH-2024-05-05,供应商乙,产品C,2号车间,497.8,2.81,24.0,0
S00514,BATCH-2024-05-05,供应商甲,产品A,3号车间,489.5,2.36,23.7,0
S00515,BATCH-2024-05-05,供应商甲,产品D,2号车间,498.8,2.71,22.7,0
S00516,BATCH-2024-05-05,供应商丙,产品B,2号车间,503.5,2.48,21.9,0
S00517,BATCH-2024-05-05,供应商乙,产品C,3号车间,496.2,2.62,21.9,0
S00518,BATCH-2024-05-05,供应商乙,产品B,3号车间,478.6,2.48,25.7,0
S00519,BATCH-2024-05-05,供应商甲,产品C,3号车间,515.9,2.6,23.0,0
S00520,BATCH-2024-05-05,供应商乙,产品C,2号车间,482.9,2.31,22.1,0
S00521,BATCH-2024-05-05,供应商甲,产品A,2号车间,518.1,2.35,24.0,0
S00522,BATCH-2024-05-05,供应商甲,产品B,1号车间,485.5,2.68,22.9,0
S00523,BATCH-2024-05-05,供应商乙,产品B,2号车间,508.2,2.4,24.2,0
S00524,BATCH-2024-05-05,供应商乙,产品A,1号车间,508.7,2.37,23.3,0
S00525,BATCH-2024-05-05,供应商丙,产品B,2号车间,507.6,2.16,24.1,0
S00526,BATCH-2024-05-05,供应商乙,产品D,2号车间,515.5,2.75,23.1,0
S00527,BATCH-2024-05-05,供应商甲,产品C,3号车间,511.0,2.78,22.2,0
S00528,BATCH-2024-05-05,供应商乙,产品C,1号车间,489.2,2.69,24.1,0
S00529,BATCH-2024-05-05,供应商甲,产品A,2号车间,520.9,2.43,21.2,0
S00530,BATCH-2024-05-05,供应商丙,产品B,2号车间,496.9,2.73,23.0,0
S00531,BATCH-2024-05-05,供应商甲,产品D,1号车间,504.4,2.82,24.7,0
S00532,BATCH-2024-05-05,供应商甲,产品A,2号车间,523.9,2.41,20.4,0
S00533,BATCH-2024-05-05,供应商丙,产品C,3号车间,480.8,2.31,23.7,0
S00534,BATCH-2024-05-05,供应商甲,产品A,2号车间,502.8,2.4,23.3,0
S00535,BATCH-2024-05-05,供应商丙,产品B,1号车间,490.5,2.23,22.3,0
S00536,BATCH-2024-05-05,供应商乙,产品B,2号车间,527.9,2.55,22.4,0
S00537,BATCH-2024-05-05,供应商甲,产品C,1号车间,505.1,2.27,21.0,0
S00538,BATCH-2024-05-05,供应商甲,产品C,3号车间,478.1,2.4,23.5,0
S00539,BATCH-2024-05-05,供应商甲,产品D,2号车间,500.3,2.53,23.6,0
S00540,BATCH-2024-05-05,供应商乙,产品B,1号车间,505.1,2.51,22.4,0
S00541,BATCH-2024-05-05,供应商乙,产品B,2号车间,516.7,2.49,22.3,0
S00542,BATCH-2024-05-05,供应商甲,产品C,2号车间,502.0,2.56,21.8,0
S00543,BATCH-2024-05-05,供应商甲,产品A,1号车间,517.6,2.26,23.7,0
S00544,BATCH-2024-05-05,供应商丙,产品C,3号车间,516.5,2.81,24.5,0
S00545,BATCH-2024-05-05,供应商乙,产品D,2号车间,497.3,2.7,24.6,0
S00546,BATCH-2024-05-05,供应商甲,产品A,1号车间,471.1,2.48,22.5,0
S00547,BATCH-2024-05-05,供应商甲,产品A,2号车间,519.5,2.38,21.5,0
S00548,BATCH-2024-05-05,供应商乙,产品A,3号车间,491.0,2.73,21.3,0
S00549,BATCH-2024-05-05,供应商乙,产品D,1号车间,516.4,2.36,25.0,1
S00550,BATCH-2024-05-05,供应商丙,产品B,3号车间,511.3,2.67,21.7,0
S00551,BATCH-2024-05-05,供应商丙,产品A,2号车间,492.0,2.37,21.7,0
S00552,BATCH-2024-05-05,供应商丙,产品A,1号车间,524.8,2.43,22.3,0
S00553,BATCH-2024-05-05,供应商乙,产品B,1号车间,500.2,2.32,22.4,0
S00554,BATCH-2024-05-05,供应商丙,产品D,2号车间,514.1,2.53,22.4,0
S00555,BATCH-2024-05-05,供应商丙,产品D,1号车间,513.5,2.33,24.3,0
